"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""006315082""","Available","CAMBRIDGE LARGE SMOKE BELL PENDANT NB / RL5103NB-CG / SHADE IS ASSET 006317499","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/31967163_006315082.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315082.JPG","MINOR MARKS AND SCRATCHES","NATURAL BRASS","48 x 29.5 x 29 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-04-AA","Thu, Apr 3, 2025 1:40 PM","006315082","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","RL5103NB-CG / FA20 CHANGEOVER / STOCK 888"
"=""006311507""","Available","(LAMP SHADE)-RL61004SH","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311507.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734615392846/1734615141672.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734615393796/1734615154067.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734615394724/1734615199691.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734615395596/1734615266588.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734615396450/1734615307738.jpg","MINOR MARK","WHITE","20 x 20 x 14 Inches","","",,"LIC",,"History","LIC","W01-14-04-BB","Thu, Apr 3, 2025 1:39 PM","006311507","","888 STOCK"
"=""006311504""","Available","ROUND SHADE (LAMP SHADE)","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311504.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311504 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734621932229/1734620318727.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734621933399/1734620330621.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734621934413/1734620385065.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734621935356/1734620393194.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734621936261/1734620423765.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734621937188/1734620435349.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734621938160/1734620457004.jpg","MINOR MARKS AND THE WHOLE BOTTOM RIM AROUND THE SHADE IS DIRTY","WHITE","18.5 x 18.5 x 14 Inches","","",,"LIC",,"History","LIC","W01-14-04-CC","Thu, Apr 3, 2025 1:39 PM","006311504","","888 STOCK"
"=""006311506""","Available","(LAMP SHADE)-RL3080PN-WP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311506.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311506 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734615018540/1734614773831.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734615019415/1734614802360.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734615020284/1734614928109.jpg","MINOR DENTS AND MARKS","WHITE","10 x 10 x 10 Inches","","",,"LIC",,"History","LIC","W01-14-06-AA","Thu, Apr 3, 2025 1:38 PM","006311506","","888 STOCK"
"=""006301535""","Available","RL 67 BOOM ARM FLOOR LAMP BZ / RL14028BZ","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006301535.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_1143.JPG","MINOR MARKS","BRONZE","14 x 1.5 x 40 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-13-01-AA","Thu, Apr 3, 2025 1:10 PM","006301535","E-12016.08088.IN.HO - Sun, November 12, 2023 - Sun, January 21, 2024","RL14028BZ / 888 STOCK"
"=""006314967""","Available","CARTHER LAMP SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734466956410/1734466847597.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314967 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734466957573/1734466861083.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734466958711/1734466881742.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734466959716/1734466896529.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734466960678/1734466917830.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734466961589/1734466940598.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734467045107/1734467038498.jpg","DENTS ALL AROUND THE SHADE","WHITE","13 x 14 x 14 Inches","","",,"LIC",,"History","LIC","W01-13-03-CC","Thu, Apr 3, 2025 1:09 PM","006314967","","888 STOCK / RL3625BLK-WP"
"=""006315086""","Available","FAIRFIELD PHARMACY FL IN NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734455587052/1734455436374.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315086.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734455584262/1734455391398.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734455585228/1734455397987.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734455586177/1734455420379.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734455587924/1734455450015.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734455588853/1734455459755.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734455589730/1734455481025.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734455590600/1734455500601.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1734455591505/1734455571068.jpg","TARNISHED AND LIGHT SCRATCHES","NATURAL BRASS","12 x 12 x 38.5 Inches","","",,"LIC",,"History","LIC","W01-14-06-BB","Thu, Apr 3, 2025 1:08 PM","006315086","","RL11165BN / 888 STOCK / FA20 CHANGEOVER"
"=""006314965""","Available","UPTON SCONCES","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314965.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314965 (2).JPG","FINGERPRINTS AND LIGHT SCRATCHES","POLISHED NICKEL","5 x 5 x 11 Inches","","",,"LIC",,"History","LIC","W01-14-04-BB","Thu, Apr 3, 2025 1:05 PM","006314965","","888 STOCK / RL2175PN"
"=""006314966""","Available","UPTON SCONCE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314966.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314966 (2).JPG","FINGERPRINTS AND LIGHT SCRATCHES","POLISHED NICKEL","5 x 5 x 11 Inches","","",,"LIC",,"History","LIC","W01-14-04-CC","Thu, Apr 3, 2025 1:05 PM","006314966","","888 STOCK / RL2175PN"
"=""006314974""","Available","LANGHAM LARGE PITCURE LIGHT","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314974.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314974 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734446350697/1734446161243.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734446351754/1734446204189.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734446352701/1734446273966.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734446353651/1734446287624.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734446354520/1734446341933.jpg","SLIGHT SCRATCHES AND FINGERPRINTS","POLISHED NICKEL","36 x 6 x 4 Inches","","",,"LIC",,"History","LIC","W01-14-04-CC","Thu, Apr 3, 2025 1:04 PM","006314974","","STOCK 888 / RL2788PN"
"=""006315091""","Available","CARTHAGE MINI LAMP NB / RL3805NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734447906418/1734447622392.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315091.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734447907359/1734447631093.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734447908328/1734447667140.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734447909296/1734447810944.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734447910196/1734447857328.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734447911083/1734447878041.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734447911983/1734447900238.jpg","SMUGGES AND TARNISHED","NATURAL BRASS","6 x 6 x 16 Inches","","",,"LIC",,"History","LIC","W01-14-04-BB","Thu, Apr 3, 2025 1:04 PM","006315091","","SKU 42485409 / FA20 CHANGEOVER / 888 STOCK / RL3805NB"
"=""006315081""","Available","DALEY LARGE SIX LIGHT CHANDELIER PN / RL5321PN-CA","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734384283734/1734383920714.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315081.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734384279130/1734383778693.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734384280009/1734383806535.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734384280889/1734383821456.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734384281850/1734383833202.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734384282804/1734383879116.jpg","BRAND NEW NEVER OPENED OR USED","POLISHED NICKEL","55 x 55 x 12.25 Inches","","",,"LIC",,"History","LIC","W01-13-03-BB","Thu, Apr 3, 2025 1:03 PM","006315081","","FA20 CHANGEOVER /  RL5321PN-CA"
"=""006315085""","Available","CODY LG FLOOR IN NB & SADDDLE LEATHER","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734381563826/1734379852879.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734381564804/1734379884015.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734381565770/1734379985121.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734381566634/1734380019838.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734381567701/1734380095274.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734381568651/1734380122169.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734381569639/1734380353579.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734381570594/1734380435705.jpg","FINGERPRINTS AND TARNISHED TO THE BASE","NATURAL BRASS","12.5 x 12.5 x 63 Inches","","",,"LIC",,"History","LIC","W01-13-03-AA","Thu, Apr 3, 2025 1:03 PM","006315085","","RL1533NB/SDL-L - NO SHADE / FA20 CHANGEOVER"
"=""006315095""","Available","ALLEN TABLE LAMP PN (BASE) / RL3082PN-WP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734362628280/1734362364602.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315095.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734362629388/1734362433772.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734362630332/1734362464066.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734362631315/1734362485788.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734362632191/1734362512864.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734362633042/1734362617453.jpg","FINGERPRINTS ON THE BASE AND TOP OF THE LAMP","POLISHED NICKEL","8.5 x 8.5 x 29 Inches","","",,"LIC",,"History","LIC","W01-14-04-CC","Thu, Apr 3, 2025 1:02 PM","006315095","","RL3082PN-WP / FA20 CHANGEOVER / 888 STOCK"
"=""007002621""","Available","SHADE FOR ISLA SMALL TABLE LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1718208932040/1718208926124.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1718208932902/1718208931241.jpg","PIECE IS WRAPPED IN PLASTIC AND PLACED INTO A BOX. MINOR MARKS TO TOP SIDE IN METAL PIECE.","WHITE","19 x 19 x 12.25 Inches","","",,"LIC",,"History","LIC","W01-13-01-AA","Thu, Apr 3, 2025 1:02 PM","007002621","","COLLECTED FROM 888 / 888 STOCK"
"=""006313482""","Available","SHADE / HOLIDAY","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313482.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313482 (2).JPG","THE LAMP SHADE IS IN GOOD CONDITION AND THE WHITE METAL PART OF LAMP SHAPE HAS LIGHT MARKS ON IT","WHITE","14 x 14 x 14.5 Inches","","",,"LIC",,"History","LIC","W01-13-03-AA","Thu, Apr 3, 2025 1:01 PM","006313482","","888 STOCK"
"=""006313483""","Available","SHADE / HOLIDAY","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313483.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313483 (2).JPG","THE LAMP SHADE IS IN GOOD CONDITION AND THE WHITE METAL PART OF LAMP SHAPE HAS LIGHT MARKS ON IT","WHITE","11 x 11 x 12.5 Inches","","",,"LIC",,"History","LIC","W01-13-03-AA","Thu, Apr 3, 2025 1:01 PM","006313483","","888 STOCK"
"=""006313484""","Available","SHADE / HOLIDAY","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313484.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313484 (2).JPG","THE LAMP SHADE IS IN GOOD CONDITION AND THE WHITE METAL PART OF LAMP SHAPE HAS LIGHT MARKS ON IT","WHITE","11 x 11 x 14 Inches","","",,"LIC",,"History","LIC","W01-13-03-AA","Thu, Apr 3, 2025 1:00 PM","006313484","","888 STOCK"
"=""006313485""","Available","SHADE / HOLIDAY","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313485.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006313485 (2).JPG","THE LAMP SHADE IS IN GOOD CONDITION AND THE WHITE METAL PART OF LAMP SHAPE HAS LIGHT MARKS ON IT","WHITE","14.5 x 14.5 x 16 Inches","","",,"LIC",,"History","LIC","W01-13-03-AA","Thu, Apr 3, 2025 12:59 PM","006313485","","888 STOCK"
"=""007002980""","Available","ANETTE FLOOR LAMP NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1740408093836/1740408091725.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724690012433/1724689963072.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724690013391/1724689969370.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724690014281/1724689974650.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724690015181/1724689979342.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724690016112/1724689983689.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724690017110/1724689987752.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724690018116/1724689996870.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724690019160/1724690000989.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1724690020120/1724690005709.jpg","BRASS FINISH HAS MULTIPLE SCRATCHES AND VISIBLE DISCOLORATION TO HEAD, BODY AND BASE. PRINT MARKS AND SMEARS ALSO VISIBLE THROUGHOUT","NATURAL BRASS","13 x 7 x 43 Inches","","",,"LIC",,"History","LIC","W01-13-05-BB","Thu, Apr 3, 2025 12:53 PM","007002980","C-250175 - Fri, April 4, 2025 - Fri, April 4, 2025","SP24 CHANGOVER / 888 STOCK"
"=""007001943""","Available","FAIRFIELD PHARMACY FLOOR LAMP IN PN","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1696270408746/1696270373746.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1696270409674/1696270379666.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1696270410642/1696270385787.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1696270411579/1696270392426.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1696270412625/1696270400871.jpg","SCRATCHES AND SMEARS VISIBLE THROUGHOUT BASE AND BODY AND HEAD. MINOR DISCOLORATION THROUGHOUT.",,"15 x 10 x 45 Inches","","",,"LIC",,"History","LIC","W01-13-05-BB","Thu, Apr 3, 2025 12:52 PM","007001943","","888 STOCK / RL11165"
"=""006310359""","Available","UPPER FIFTH TABLE LAMP IN BROWN CROC LEATHER/RL3470BRN-S","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1742480230877/1742479840741.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310359.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_8304.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_8305.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_8306.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1742480231774/1742479874109.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1742480232669/1742479929741.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1742480233565/1742480009743.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1742480234536/1742480048249.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1742480235450/1742480088120.jpg","BROKEN AND MISSING HARP, BENT METAL ON THE SIDES","POLISHED NICKEL/ BROWN","31.5 x 6.5 x 6.5 Inches","","",,"LIC",,"History","LIC","W01-13-03-BB","Thu, Apr 3, 2025 12:52 PM","006310359","","888 STOCK"
"=""006311512""","Available","SINGLE AYMELINE-RL2105BS-S","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311512.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311512 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311512 (3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1742494035019/1742493849837.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1742494035915/1742493895402.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1742494036802/1742493924897.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1742494037671/1742493957503.jpg","STAINS ALL OVER AND FINGERPRINTS","POLISHED NICKEL","7 x 7 x 10.5 Inches","","",,"LIC",,"History","LIC","W01-14-06-BB","Thu, Apr 3, 2025 12:51 PM","006311512","","888 STOCK"
"=""006294868""","Available","ALLEN FLOOR LAMP IN POLISHED","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1742486411220/1742485006686.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006294868.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/allen floor lamp in polished - RL1080PN-WP.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1742486412237/1742485047281.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1742486413149/1742485088622.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1742486414142/1742485113578.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1742486415101/1742485149655.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1742486416191/1742485185043.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1742486417080/1742485239826.jpg","MINOR SCRATCHES AND HAND PRINTS","POLISHED NICKEL","11.5 x 11.5 x 62 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Thu, Apr 3, 2025 12:50 PM","006294868","","STOCK - 888 RETURN, PO Number: RL1080PN-WP"
"=""007002626""","Available","HOLLOWAY XL FLOOR LAMP WITH SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1718208779338/1718208711971.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1718208780370/1718208727126.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1718208781459/1718208738781.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1718208782430/1718208743352.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1718208783664/1718208755350.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1718208784595/1718208764611.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1718208785628/1718208771377.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1718208786624/1718208777280.jpg","GOES WITH HOLLOWAY XL FLOOR LAMP SHADE: 007002629. MINOR MARKS TO WOOD ON SIDES OF LEGS AND ON TOP SIDE. MINOR DISCOLORATION THORUGHOUT.","BROWN","28 x 28 x 72.5 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Thu, Apr 3, 2025 12:50 PM","007002626","","COLLECTED FROM 888 / 888 STOCK"
"=""007003068""","Available","FOO DOG MEDIUM LAMP W/ SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1725553901618/1725553885331.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1724772826067/IMG_3327.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1725553904657/1725553888276.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1725553907726/1725553891164.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1725553910633/1725553894008.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1725553913783/1725553896596.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1742571617437/1742571401091.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1742571618379/1742571438444.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1742571619262/1742571488177.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1742571620139/1742571510592.jpg","Sample COMES WITH WHITE SHADE AND FENIL.  SHADE WONT COME OFF LAMP FENIL. SMALL STAIN ON SHADE TOP AREA RIM. TARNISHES AROUND LAMP STAND .GOES WITH SHADE BARCODE 007003144","BLUE + WHITE","9 x 9 x 28 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Thu, Apr 3, 2025 12:47 PM","007003068","","SP24 CHANGOVER / 888 STOCK"
