"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""007003315""","Available","EDWARDIAN BOOKCASE CROWN + BASE","Home 888 Madison","BOOKCASE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1727811649567/1727811597327.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1727811652924/1727811602182.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1727811656327/1727811605227.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1727811659635/1727811626161.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1727811660506/1727811631589.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1727811663667/1727811634938.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1727811666903/1727811639864.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1727811670127/1727811643007.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877001072/Picture1.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877001078/Picture2.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877002221/Picture3.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877002342/Picture4.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877384526/Picture5.png.jpg","COMES WITH SHLVES, HARDWARE. MINOR MARKS ON EDGES AND CORNERS.",,"82.5 x 16 x 7 Inches","","",,"LIC",,"History","LIC","W01-14-04-AA","Tue, Oct 1, 2024 4:07 PM","007003315","","RL39204-49 / THIS PIECES WERE RETURN FROM A HOME CLIENT. SEE PICTURES FOR PAPERWORK"
"=""007003316""","Available","EDWARDIAN BOOKCASE CROWN + BASE","Home 888 Madison","BOOKCASE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1727811934455/1727811917667.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1727811937965/1727811921445.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1727811941273/1727811924984.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1727811944490/1727811928842.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1727811947466/1727811932194.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727876965599/Picture1.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727876965610/Picture2.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727876966798/Picture3.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727876966938/Picture4.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1727877372381/Picture5.png.jpg","MINOR MARKS AND SCRATCHES ALONG EDGES AND CORNERS.",,"82.5 x 16 x 7 Inches","","",,"LIC",,"History","LIC","W01-14-04-AA","Tue, Oct 1, 2024 4:07 PM","007003316","","RL39204-49 / THIS PIECES WERE RETURN FROM A HOME CLIENT. SEE PICTURES FOR PAPERWORK"
"=""007001713""","Unavailable","JAMAICA QUEEN BED HB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1692560106893/IMG_2354.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1693147920367/1693147845270.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1693147924472/1693147848474.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1693147928478/1693147851514.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1693147932459/1693147858304.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1693147936506/1693147861998.jpg","GOES WITH JAMIACA QUEEN BED SR: 007001711 AND JAMIACA BED FB: 007001712. HARDWARE ON SITE AS PER CHRISTOPHER BIRKMANN. MINOR CHIPS AND SCRATCHES VISIBLE TO WOODEN FEET ALONG EDGES AND CORNERS. LOOSE THREADS TO SEAMS ALONG WITH MINOR STAIN MARKS,",,"68 x 9 x 41.5 Inches","","","E-12016.HOME1.10","LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001713","E-12016.HOME1.10 - Wed, May 29, 2024 - Sun, June 30, 2024,E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","FA23 CHANGEOVER / 888 STOCK / RLU650-10"
"=""007001766""","Available","PARKER QUEEN BED HB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330120478/IMG_0961.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330120470/IMG_0960.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330123359/IMG_0962.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330127036/IMG_0964.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330125898/IMG_0963.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330130088/IMG_0965.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330130406/IMG_0966.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330131745/IMG_0967.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330132018/IMG_0968.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330135370/IMG_0970.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330135081/IMG_0969.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330138749/IMG_0972.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330137470/IMG_0971.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330140230/IMG_0973.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330140649/IMG_0974.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330143358/IMG_0975.JPG","GOES WITH PARKER QUEEN BED FB:007001767 AND PARKER QUEEN BED SR: 007001768. HARDWARE ON SITE AS PER CHRISTOPHEWR BIRKMANN. LEATHER ON FRONT SIDE HAS MULTIPLE SCRATCHES AND SCUFFS VISIBLE THROUGHOUT ENTIRE SURFACE. WOODEN EDGES AND CORNERS HAVE MULTIPLE DENTS AND CHIPS THROUGHOUT. WOODEN FRAME ON BOTTOM HAS MULTIPLE SCRATCHES AND VISIBLE DISCOLORATION.",,"60.5 x 4 x 69.5 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001766","","FA23 CHANGEOVER/ RL7051"
"=""007001768""","Available","PARKER QUEEN BED SR","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330312296/IMG_0984.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330312291/IMG_0960%20-%20Copy%20(2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330325954/IMG_0986.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330328567/IMG_0987.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330324241/IMG_0985.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330330531/IMG_0989.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330329920/IMG_0988.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330333367/IMG_0990.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330336468/IMG_0992.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330335333/IMG_0991.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330338859/IMG_0993.JPG","GOES WITH PARKER QUEEN BED HB: 007001766 AND PARKER QUEEN BED FB: 007001767. HARDWARE ON SITE AS PER CHRISTOPHER BIRKMANN. LEATHER ON BOTH PIECES HAS MULTIPLE SCRATCHES AND SCUFFS VISIBLE ON SIDES AND ON EDGES. CHROME STRIP HAS MINOR SCRATCHES AND PRINT MARKS. WOOD HAS DISCOLORATION.",,"78 x 2 x 12 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001768","","FA23 CHANGEOVER / RL7051"
"=""007001711""","Available","JAMAICA QUEEN BED SR/SLATES","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1692560106893/IMG_2354.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1693148595586/1693148536304.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1693148600367/1693148541143.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1693148604455/1693148543967.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1693148608508/1693148547934.jpg","GOES WITH JAMAICA QUEEN BED FB: 007001712 AND JAMIACA QUEEN BED HB: 007001713. HARDWARE ON SITE AS PER CHRISTOPHER BIRKMANN. FABRIC ON BOTH PIECES HAS MULTIPLE STAIN MARKS AND MINOR LOOSE THREADS. WOODEN SIDES HAVE MINOR CHIPS AND SCRATCHES.",,"89.5 x 2 x 8.5 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001711","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","FA23 CHANGEOVER / 888 STOCK / RLU650-10"
"=""007002481""","Available","TOURVILLE QUEEN BED SR/SLATES","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1715018519737/1715018284151.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1715018520724/1715018339546.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1715018521887/1715018371191.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1715018522871/1715018383136.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1715018523945/1715018406580.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1715018525098/1715018426319.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1715018526054/1715018435670.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1715018526936/1715018446587.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1715018527965/1715018462556.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1715018529074/1715018508067.jpg","GOES WITH TOURVILLE QUEEN BED HB: 007002479 AND TOURVILLE QUEEN BED FB: 007002480. WOODEN EDGES HAVE MULTIPLE SCRATCHES AND MULTIPLE PIECES CHIPPED FROM CORNERS AND EDGES. MINOR DISCOLORATION TO WOOD ON BOTH PIECES. FABRIC ON FRONT SIDE HAS MINOR MARKS.",,"81.5 x 1 x 11.5 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007002481","","SP24 CHANGOVER / 888 STOCK"
"=""007002480""","Available","TOURVILLE QUEEN BED FB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1715017805576/1715017580591.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1715017806534/1715017597953.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1715017807414/1715017613662.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1715017808308/1715017656076.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1715017809226/1715017697351.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1715017810176/1715017715719.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1715017811107/1715017746406.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1715017812055/1715017791488.jpg","GOES WITH TOURVILLE QUEEN BED SR: 007002481 AND TOURVILLE QUEEN BED FB: 007002480. FABRIC ON FRONT SIDE HAS MULTIPLE IMPRINTS AND MARKS THROUGHOUT. WOODEN SIDES HAVE MULTIPLE SCRATCHES AND CHIPS VISIBLE ALONG EDGES AND ON CORNERS AS WELL.","OLIVE GREEN","64 x 2.5 x 28 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007002480","","SP24 CHANGOVER / 888 STOCK"
"=""007001767""","Available","PARKER QUEEN BED FB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330231668/IMG_0976.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330231663/IMG_0960%20-%20Copy.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330234942/IMG_0977.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1693330235821/IMG_0983.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1708022947843/1708022911628.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1708022948774/1708022946413.jpg","GOES WITH PARKER QUEEN BED HB: 007001766 AND PARKER QUEEN BED SR: 007001768. HARDWARE ON SITE AS PER CHRISTOPHER BIRKMANN. LEATHER HAS MINOR SCRATCHGES AND SCUFFS. CHROME STRIP ALONG BOTTOM COMES OUT AND IS ONLY PLACED IN.",,"68 x 4 x 60 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001767","","FA23 CHANGEOVER/ RL7051"
"=""006316509""","Available","TREMONT SOFA (PILLOWS) / PATINA VELVET STERLING / ESTATE MAHOGANY / SOFA IS ASSET 6314001","Home 888 Madison","SOFA","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315109 (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/30014038_006315109 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1727698584725/1727698581218.jpg","stain","PATINA VELVET STERLING & ESTATE MAHOGANY","21 x 21 x 0.1 ","","",,"LIC",,"History","LIC","W01-14-15-AA","Thu, Sep 12, 2024 9:46 AM","006316509","TAVN - Fri, April 4, 2025 - Fri, April 4, 2025","RLU656-01 / GOES WITH 006314001"
"=""006318818""","Available","HEIRESS DOUBLE PEDESTAL TABLE TOP LEAFS","Home 888 Madison","TABLE TOP","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318818 m (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318818 m (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318818 m (3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318818 m (4).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/31951904_IMG_1146.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/67666625_IMG_1147.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/76370239_SCRATCHES ON BRASS FRAME.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/82427978_CHIP MARK (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/8367919_LEAF.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/84881591_IMG_1165.JPG","THIS TABLE COMES WITH HARDWARE WITH TWO BASE BARCODE (007003242)(006318820). HAS WHITE SPOTS AND RESIDUE RIGHT BOTTOM CORNER  WITH DAMAGE CHIP MARK ON BOTTOM LEFT CORNER ON EQUIPED LEAF ,THEIRS WHITE MARK AND SCRATCHES ON  BRASS FRAME WITH MODERATE SCRATCH MARKS TOP TABLE SURFACE.",,"96 x 54 x 4 ","","",,"LIC",,"History","LIC","W01-17-05-AA","Thu, Sep 26, 2024 9:46 AM","006318818","CASEGOOD - Fri, April 4, 2025 - Fri, April 4, 2025","FA21 CHANGEOVER / RL7500-uh 20 (007003242) (006318820) have been delivered to 36th as per Chris B request with no top"
"=""006312469""","Available","CURTAIN HARDWARE","Home 888 Madison","Home-HARDWARE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006312469.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006312469 (2).JPG","As per Donal''s instructions -1/8/20",,"4.5 x 4.5 x 13 ","","",,"LIC",,"History","LIC","W01-15-05-BB","Wed, Sep 25, 2024 12:55 PM","006312469","","888 STOCK"
"=""006308406""","Available","ARCHER KING BED/SLATS/39601-12","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006308406.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1727276904656/1727276750561.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1727276905665/1727276791461.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1727276906634/1727276813383.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1727276907689/1727276822210.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1727276908629/1727276832780.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1727276909629/1727276851598.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1727276910764/1727276883763.jpg","CHIPS AND DENTS TO THE WOOD","BROWN","78 x 3.5 x 1 Inches","","",,"LIC",,"History","LIC","W01-14-01-AA","Wed, Sep 25, 2024 11:59 AM","006308406","","JANE/ASHLEY/GRIDISH SHIVUK LTD/ORDER#370886, PO Number: 881E85"
"=""007001559""","Available","ROBERSTON CHANDELIER","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1690288291045/1690288253927.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1690288292047/1690288259983.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1690288293099/1690288264618.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1690288294233/1690288271375.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1690288295290/1690288280912.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1690288296563/1690288289406.jpg","METAL FRAME IS RUSTED AND DAMAGES THROUGHOUT ENTIRE PIECE. MULTIPLE BROKEN PIECES ON SIDES. (ON THE CEILING)",,"34 x 34 x 39 Inches","","",,"LIC",,"History","LIC","W01-13-05-BB","Wed, Sep 25, 2024 11:57 AM","007001559","","888 STOCK / RL5540"
"=""007002812""","Available","PRYCE BOOKCAE","Home 888 Madison","BOOKCASE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1722191654543/IMG_3266.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1723214627578/1723214398672.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1723214628631/1723214455622.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1723214629748/1723214475930.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1723214630756/1723214490766.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1723214631685/1723214517403.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1723214632540/1723214531474.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1723214633534/1723214562265.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1723214634374/1723214596627.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1723214635283/1723214623731.jpg","SHELES HAVE MULTIPLE HOLES IN WOOD. SCRATCHES AND PRINTS AND SCUFFS TO ALL SHELVES ON TOP SURFACE AND ALONG EDGES AND SIDES. PRINT MARKS VISIBLE TO CHROME.",,"48 x 14 x 90 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-08-AA","Fri, Sep 20, 2024 12:55 PM","007002812","","FA24 / 888 STOCK"
"=""006316618""","Available","ST. GERMAIN COCKTAIL TABLE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139943151/006316618%20(2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316618.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316618 (2).jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/33627319_TABLE.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139943146/006316618%20(1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139947002/006316618%20(3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139948610/006316618%20(4).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139951062/006316618%20(5).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139953440/CHIP%20TO%20CORNER.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139959555/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139960014/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139966624/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139970402/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(4).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139974833/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(5).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139975979/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20WOOD%20ALL%20OVER%20%20(6).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657139982226/SCRATCHES%20TO%20WOOD.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657224097150/base.JPG","OLD BARCODE #61425-390-0020-1

MULTIPLE CHIP ON EATCH , CORNER. SCRATCHES ALL OVER. MARKS TO BOTTOM OF BASE LEG. COMES WITH ROUND TABLE TOP BARCODE 006316619 HAS NO HARDWARE.","WOODEN","52 x 52 x 17 Inches","","",,"LIC",,"History","LIC","W01-15-02-BB","Thu, Sep 19, 2024 9:19 AM","006316618","OLDPRODUCT - Fri, April 4, 2025 - Fri, April 4, 2025","888 STOCK"
"=""006309592""","Available","SHADE FOR DARIEN FLOOR LAMP IN NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006309592.JPG","GOES WITH LAMP006309591",,"20 x 20 x 13 ","","",,"LIC",,"History","LIC","W01-13-01-AA","Wed, Sep 18, 2024 3:54 PM","006309592","","SWING ROOM / FA19 CHANGEOVER"
"=""007003258""","Available","ELLIOT MIRROR","Home 888 Madison","MIRROR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726662161435/1726662133405.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726662164370/1726662136049.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726662167300/1726662138693.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726662170266/1726662141369.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726662173531/1726662143842.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726662598465/1726662597370.jpg","COMES WITH HARDWARE.SMALL CRACKS TO FRAME EDGES. SCRATCHES THROUGHOUT FRAME TEXTURE.","MIRROR","42 x 5 x 54.5 Inches","","",,"LIC",,"History","LIC","W01-14-02-AA","Wed, Sep 18, 2024 9:35 AM","007003258","","RETURN FROM 36TH TO 888 STOCK"
"=""007000113""","Available","MATTRESS","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648844487723/IMG_0269.JPG","MULTIPLE LOOSE THREADS TO EDGES.","WHITE","78 x 58 x 9.5 Inches","","",,"LIC",,"History","LIC","W01-14-14-AA","Tue, Sep 17, 2024 4:08 PM","007000113","","SP22 CHANGEOVER"
"=""007003002""","Available","Pryce club chair","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1725557222644/1725557188228.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1724694292705/image.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1725557225895/1725557191156.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1725557229180/1725557193897.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1725557230189/1725557196986.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1725557233215/1725557199647.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1725557236179/1725557202482.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1725557239286/1725557208854.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1725557242369/1725557214656.jpg","Sample  MULTIPLE STREAKS TO RIGHT ARMREST AREA.SCRATCH UNDER BACKREST PILLOW. WRINKLES TO LEFT ARM AREA. INDENTATION TO BACK RIGHT ARMREST.","DARK GREY","36 x 37 x 28 Inches","","",,"LIC",,"History","LIC","W01-14-08-AA","Thu, Sep 5, 2024 2:40 PM","007003002","","SP24 CHANGOVER / 888 STOCK"
